,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,MLS#,LATITUDE,LONGITUDE,FILENAME,COLLECTION,NEIGHBORHOOD
10954,2019-02-28,Single Family Residential,1 Bixby Ranch Road Rd,Rolling Hills Estates,CA,90274.0,4185335,4.0,4.5,4740.0,12174.0,2019.0,331.0,883.0,398.0,PV19020985,33.783293,-118.331308,rolling-hills-estates_01_sfh.csv,1,Rolling Hills Estates
13625,2019-02-28,Single Family Residential,1 Bixby Ranch Road Rd,Rolling Hills Estates,CA,90274.0,4185335,4.0,4.5,4740.0,12174.0,2019.0,343.0,883.0,398.0,PV19020985,33.783293,-118.331308,torrance_sfh-4beds-900K-plus.csv,2,Torrance
11706,2018-06-08,Condo/Co-op,1001 Park Circle Dr,Torrance,CA,90502.0,570000,3.0,2.5,1624.0,3783.0,1984.0,608.0,351.0,315.0,SB18086197,33.814929,-118.29378500000001,torrance_condos-500K_plus.csv,2,Torrance
10564,2018-06-08,Condo/Co-op,1001 Park Circle Dr,Torrance,CA,90502.0,570000,3.0,2.5,1624.0,3783.0,1984.0,596.0,351.0,315.0,SB18086197,33.814929,-118.29378500000001,carson_condos.csv,1,Carson
2956,2019-02-15,Single Family Residential,1004 W 213Th St,Torrance,CA,90502.0,541000,3.0,2.0,1215.0,5394.0,1959.0,344.0,445.0,0.0,SB18226072,33.8349544,-118.29260719999999,carson_sfh_450_to_540K.csv,1,Carson
13317,2019-02-15,Single Family Residential,1004 W 213Th St,Torrance,CA,90502.0,541000,3.0,2.0,1215.0,5394.0,1959.0,356.0,445.0,0.0,SB18226072,33.8349544,-118.29260719999999,torrance_sfh-3beds-0-700k.csv,2,Torrance
18127,2019-10-16,Condo/Co-op,1006 Calle Stellare,Rancho Palos Verdes,CA,90275.0,885000,2.0,2.0,1550.0,65254.0,2016.0,114.0,571.0,496.0,SB19209459,33.7695044,-118.37493119999999,rancho-palos-verdes_nosfh.csv,2,Rancho Palos Verdes
4596,2019-10-16,Condo/Co-op,1006 Calle Stellare,Rancho Palos Verdes,CA,90275.0,885000,2.0,2.0,1550.0,65254.0,2016.0,101.0,571.0,496.0,SB19209459,33.7695044,-118.37493119999999,rolling-hills-estates_no_sfh.csv,1,Rolling Hills Estates
18145,2019-06-12,Townhouse,1008 Calle Stellare,Rancho Palos Verdes,CA,90275.0,1300000,2.0,2.5,2332.0,39688.0,2016.0,240.0,557.0,469.0,SB19047642,33.768656299999996,-118.37365929999999,rancho-palos-verdes_nosfh.csv,2,Rancho Palos Verdes
4590,2019-06-12,Townhouse,1008 Calle Stellare,Rancho Palos Verdes,CA,90275.0,1300000,2.0,2.5,2332.0,39688.0,2016.0,227.0,557.0,469.0,SB19047642,33.768656299999996,-118.37365929999999,rolling-hills-estates_no_sfh.csv,1,Rolling Hills Estates
2379,2019-01-30,Single Family Residential,1012 W 209Th St,Torrance,CA,90502.0,572000,3.0,1.5,1027.0,6513.0,1953.0,360.0,557.0,0.0,18-382248,33.840597700000004,-118.2926528,carson_sfh_550_to_600K.csv,1,Carson
13348,2019-01-30,Single Family Residential,1012 W 209Th St,Torrance,CA,90502.0,572000,3.0,1.5,1027.0,6513.0,1953.0,372.0,557.0,0.0,18-382248,33.840597700000004,-118.2926528,torrance_sfh-3beds-0-700k.csv,2,Torrance
11813,2019-04-24,Condo/Co-op,1017 Park Circle Dr,Torrance,CA,90502.0,599000,3.0,3.0,1624.0,164774.0,1984.0,288.0,369.0,315.0,19-438770,33.814929,-118.29378500000001,torrance_condos-500K_plus.csv,2,Torrance
10457,2019-04-24,Condo/Co-op,1017 Park Circle Dr,Torrance,CA,90502.0,599000,3.0,3.0,1624.0,164774.0,1984.0,276.0,369.0,315.0,19-438770,33.814929,-118.29378500000001,carson_condos.csv,1,Carson
13426,2019-12-31,Single Family Residential,1018 Gian Dr,Torrance,CA,90502.0,630000,3.0,2.0,1542.0,3974.0,1977.0,37.0,409.0,0.0,SB19262465,33.821235200000004,-118.29319070000001,torrance_sfh-3beds-0-700k.csv,2,Torrance
10072,2019-12-31,Single Family Residential,1018 Gian Dr,Torrance,CA,90502.0,630000,3.0,2.0,1542.0,3974.0,1977.0,25.0,409.0,0.0,SB19262465,33.821235200000004,-118.29319070000001,carson_sfh_600K_plus.csv,1,Carson
4597,2019-11-14,Townhouse,1022 Calle Stellare,Rancho Palos Verdes,CA,90275.0,1050000,2.0,2.5,2332.0,12019.0,2017.0,72.0,450.0,469.0,PV19265430,33.768211,-118.373258,rolling-hills-estates_no_sfh.csv,1,Rolling Hills Estates
18146,2019-11-14,Townhouse,1022 Calle Stellare,Rancho Palos Verdes,CA,90275.0,1050000,2.0,2.5,2332.0,12019.0,2017.0,85.0,450.0,469.0,PV19265430,33.768211,-118.373258,rancho-palos-verdes_nosfh.csv,2,Rancho Palos Verdes
13454,2019-11-26,Single Family Residential,1030 W 212Th St,Torrance,CA,90502.0,681000,3.0,2.0,1272.0,5237.0,1954.0,72.0,535.0,0.0,PV19246136,33.8370824,-118.29388600000001,torrance_sfh-3beds-0-700k.csv,2,Torrance
10030,2019-11-26,Single Family Residential,1030 W 212Th St,Torrance,CA,90502.0,681000,3.0,2.0,1272.0,5237.0,1954.0,60.0,535.0,0.0,PV19246136,33.8370824,-118.29388600000001,carson_sfh_600K_plus.csv,1,Carson
2168,2020-01-09,Single Family Residential,1031 W 227Th St,Torrance,CA,90502.0,560000,3.0,1.0,964.0,5361.0,1954.0,16.0,581.0,0.0,IN19231475,33.819898200000004,-118.29289490000001,carson_sfh_550_to_600K.csv,1,Carson
13425,2020-01-09,Single Family Residential,1031 W 227Th St,Torrance,CA,90502.0,560000,3.0,1.0,964.0,5361.0,1954.0,28.0,581.0,0.0,IN19231475,33.819898200000004,-118.29289490000001,torrance_sfh-3beds-0-700k.csv,2,Torrance
12007,2018-12-26,Single Family Residential,1035 W 225Th St,Torrance,CA,90502.0,530000,4.0,2.0,1649.0,5413.0,1952.0,407.0,321.0,0.0,DW18256389,33.822423,-118.2937261,torrance_sfh-4beds-0-900k.csv,2,Torrance
3134,2018-12-26,Single Family Residential,1035 W 225Th St,Torrance,CA,90502.0,530000,4.0,2.0,1649.0,5413.0,1952.0,395.0,321.0,0.0,DW18256389,33.822423,-118.2937261,carson_sfh_450_to_540K.csv,1,Carson
3025,2018-08-01,Single Family Residential,1039 Greenhedge St,Torrance,CA,90502.0,515000,3.0,1.0,911.0,5355.0,1953.0,542.0,565.0,0.0,218007317,33.841477600000005,-118.293669,carson_sfh_450_to_540K.csv,1,Carson
13303,2018-08-01,Single Family Residential,1039 Greenhedge St,Torrance,CA,90502.0,515000,3.0,1.0,911.0,5355.0,1953.0,554.0,565.0,0.0,218007317,33.841477600000005,-118.293669,torrance_sfh-3beds-0-700k.csv,2,Torrance
13169,2019-09-19,Single Family Residential,1043 W 213Th St,Torrance,CA,90502.0,635888,3.0,2.0,1352.0,4894.0,1959.0,140.0,470.0,0.0,WS19182896,33.835358,-118.29388600000001,torrance_sfh-3beds-0-700k.csv,2,Torrance
10028,2019-09-19,Single Family Residential,1043 W 213Th St,Torrance,CA,90502.0,635888,3.0,2.0,1352.0,4894.0,1959.0,128.0,470.0,0.0,WS19182896,33.835358,-118.29388600000001,carson_sfh_600K_plus.csv,1,Carson
11974,2019-08-16,Single Family Residential,1047 W 226Th St,Torrance,CA,90502.0,650000,4.0,2.0,1568.0,5428.0,1954.0,174.0,415.0,0.0,PV19109628,33.82069570000001,-118.2933973,torrance_sfh-4beds-0-900k.csv,2,Torrance
10298,2019-08-16,Single Family Residential,1047 W 226Th St,Torrance,CA,90502.0,650000,4.0,2.0,1568.0,5428.0,1954.0,162.0,415.0,0.0,PV19109628,33.82069570000001,-118.2933973,carson_sfh_600K_plus.csv,1,Carson
3646,2019-11-29,Townhouse,1047 W 228Th St,Torrance,CA,90502.0,680000,3.0,3.0,1727.0,64117.0,2016.0,57.0,394.0,130.0,SB19232601,33.8196122,-118.2942215,carson_nosfh_nocondo.csv,1,Carson
12868,2019-11-29,Townhouse,1047 W 228Th St,Torrance,CA,90502.0,680000,3.0,3.0,1727.0,64117.0,2016.0,69.0,394.0,130.0,SB19232601,33.8196122,-118.2942215,torrance_townhome-600K_plus.csv,2,Torrance
13409,2019-06-06,Single Family Residential,1048 Park Circle Dr,Torrance,CA,90502.0,600000,3.0,2.5,1624.0,164752.0,1984.0,245.0,369.0,315.0,SB19098638,33.814929,-118.29378500000001,torrance_sfh-3beds-0-700k.csv,2,Torrance
2164,2019-06-06,Single Family Residential,1048 Park Circle Dr,Torrance,CA,90502.0,600000,3.0,2.5,1624.0,164752.0,1984.0,233.0,369.0,315.0,SB19098638,33.814929,-118.29378500000001,carson_sfh_550_to_600K.csv,1,Torrance
3692,2018-11-16,Townhouse,1049 1051 Torrance Blvd,Torrance,CA,90502.0,638000,4.0,4.0,1728.0,6139.0,1960.0,435.0,369.0,0.0,AR18178143,33.8422927,-118.2945025,carson_nosfh_nocondo.csv,1,Carson
12977,2018-11-16,Townhouse,1049 1051 Torrance Blvd,Torrance,CA,90502.0,638000,4.0,4.0,1728.0,6139.0,1960.0,447.0,369.0,0.0,AR18178143,33.8422927,-118.2945025,torrance_townhome-600K_plus.csv,2,Torrance
2389,2019-10-31,Single Family Residential,1051 Greenhedge St,Torrance,CA,90502.0,575000,3.0,1.0,860.0,5406.0,1953.0,86.0,669.0,0.0,SB19193960,33.8414596,-118.294023,carson_sfh_550_to_600K.csv,1,Carson
13171,2019-10-31,Single Family Residential,1051 Greenhedge St,Torrance,CA,90502.0,575000,3.0,1.0,860.0,5406.0,1953.0,98.0,669.0,0.0,SB19193960,33.8414596,-118.294023,torrance_sfh-3beds-0-700k.csv,2,Torrance
13280,2019-04-25,Single Family Residential,1051 W 226Th St,Torrance,CA,90502.0,550000,3.0,1.0,1160.0,5712.0,1954.0,287.0,474.0,0.0,PV19056841,33.820642799999995,-118.2936009,torrance_sfh-3beds-0-700k.csv,2,Torrance
2184,2019-04-25,Single Family Residential,1051 W 226Th St,Torrance,CA,90502.0,550000,3.0,1.0,1160.0,5712.0,1954.0,275.0,474.0,0.0,PV19056841,33.820642799999995,-118.2936009,carson_sfh_550_to_600K.csv,1,Torrance
2884,2019-02-22,Single Family Residential,1056 W 228Th St,Torrance,CA,90502.0,480000,3.0,1.0,973.0,5778.0,1951.0,337.0,493.0,0.0,SB19006446,33.8187773,-118.29443400000001,carson_sfh_450_to_540K.csv,1,Carson
13198,2019-02-22,Single Family Residential,1056 W 228Th St,Torrance,CA,90502.0,480000,3.0,1.0,973.0,5778.0,1951.0,349.0,493.0,0.0,SB19006446,33.8187773,-118.29443400000001,torrance_sfh-3beds-0-700k.csv,2,Torrance
4757,2018-04-26,Townhouse,106 Monterey Blvd,Hermosa Beach,CA,90254.0,1099000,2.0,1.5,1285.0,10150.0,1984.0,639.0,855.0,250.0,SB18077766,33.853967,-118.39560700000001,hermosa-beach_no_sfh.csv,1,Hermosa Beach
18448,2018-04-26,Townhouse,106 Monterey Blvd,Hermosa Beach,CA,90254.0,1099000,2.0,1.5,1285.0,10150.0,1984.0,651.0,855.0,250.0,SB18077766,33.853967,-118.39560700000001,redondo_townhome-0-2-beds.csv,2,Redondo Beach
13455,2020-01-09,Single Family Residential,1065 W 209Th St,Torrance,CA,90502.0,570000,3.0,1.0,963.0,5113.0,1953.0,28.0,592.0,0.0,PW19258939,33.840795899999996,-118.29443400000001,torrance_sfh-3beds-0-700k.csv,2,Torrance
2300,2020-01-09,Single Family Residential,1065 W 209Th St,Torrance,CA,90502.0,570000,3.0,1.0,963.0,5113.0,1953.0,16.0,592.0,0.0,PW19258939,33.840795899999996,-118.29443400000001,carson_sfh_550_to_600K.csv,1,Carson
12084,2019-07-31,Single Family Residential,1067 Park Circle Dr,Torrance,CA,90502.0,625000,4.0,2.25,1780.0,167401.0,1984.0,190.0,351.0,315.0,SB19103996,33.81432,-118.29306000000001,torrance_sfh-4beds-0-900k.csv,2,Torrance
10049,2019-07-31,Single Family Residential,1067 Park Circle Dr,Torrance,CA,90502.0,625000,4.0,2.25,1780.0,167401.0,1984.0,178.0,351.0,315.0,SB19103996,33.81432,-118.29306000000001,carson_sfh_600K_plus.csv,1,Carson
2167,2019-05-31,Single Family Residential,1067 W 229Th St,Torrance,CA,90502.0,555000,3.0,1.0,1148.0,6109.0,1951.0,239.0,483.0,0.0,SW19039766,33.8184169,-118.2947537,carson_sfh_550_to_600K.csv,1,Carson
13423,2019-05-31,Single Family Residential,1067 W 229Th St,Torrance,CA,90502.0,555000,3.0,1.0,1148.0,6109.0,1951.0,251.0,483.0,0.0,SW19039766,33.8184169,-118.2947537,torrance_sfh-3beds-0-700k.csv,2,Torrance
12085,2019-07-11,Single Family Residential,1078 Park Circle Dr,Torrance,CA,90502.0,669000,4.0,2.25,1780.0,167331.0,1984.0,210.0,376.0,315.0,SB19075274,33.814325,-118.2930723,torrance_sfh-4beds-0-900k.csv,2,Torrance
10052,2019-07-11,Single Family Residential,1078 Park Circle Dr,Torrance,CA,90502.0,669000,4.0,2.25,1780.0,167331.0,1984.0,198.0,376.0,315.0,SB19075274,33.814325,-118.2930723,carson_sfh_600K_plus.csv,1,Carson
10733,2019-10-01,Condo/Co-op,1109 Sepulveda Blvd Unit E201,Torrance,CA,90502.0,310000,1.0,1.0,618.0,238199.0,1973.0,116.0,502.0,305.0,SB19150161,33.812661999999996,-118.29475900000001,carson_condos.csv,1,Carson
16537,2019-10-01,Condo/Co-op,1109 Sepulveda Blvd Unit E201,Torrance,CA,90502.0,310000,1.0,1.0,618.0,238199.0,1973.0,128.0,502.0,305.0,SB19150161,33.812661999999996,-118.29475900000001,torrance_condos-0_to_500K.csv,2,Torrance
5068,2018-07-20,Townhouse,11100 11102 S Grevillea Ave,Lennox,CA,90304.0,615000,4.0,2.0,1753.0,5385.0,1947.0,551.0,351.0,0.0,SR17192889,33.9342743,-118.3546598,lennox.csv,1,Lennox
8424,2018-07-20,Townhouse,11100 11102 S Grevillea Ave,Lennox,CA,90304.0,615000,4.0,2.0,1753.0,5385.0,1947.0,554.0,351.0,0.0,SR17192889,33.9342743,-118.3546598,hawthorne_nosfh_nocondo.csv,1,Hawthorne
10645,2019-06-17,Condo/Co-op,1111 Sepulveda Blvd Unit F201,Torrance,CA,90502.0,319900,1.0,1.0,618.0,238199.0,1973.0,222.0,518.0,298.0,SB19109458,33.812661999999996,-118.29475900000001,carson_condos.csv,1,Carson
16593,2019-06-17,Condo/Co-op,1111 Sepulveda Blvd Unit F201,Torrance,CA,90502.0,319900,1.0,1.0,618.0,238199.0,1973.0,234.0,518.0,298.0,SB19109458,33.812661999999996,-118.29475900000001,torrance_condos-0_to_500K.csv,2,Torrance
16744,2018-05-09,Condo/Co-op,1111 Sepulveda Blvd Unit F204,Torrance,CA,90502.0,283000,1.0,1.0,618.0,238199.0,1973.0,638.0,458.0,272.0,SB18061297,33.812661999999996,-118.29475900000001,torrance_condos-0_to_500K.csv,2,Torrance
10516,2018-05-09,Condo/Co-op,1111 Sepulveda Blvd Unit F204,Torrance,CA,90502.0,283000,1.0,1.0,618.0,238199.0,1973.0,626.0,458.0,272.0,SB18061297,33.812661999999996,-118.29475900000001,carson_condos.csv,1,Carson
8509,2019-05-07,Single Family Residential,11137 S Freeman Ave Unit A,Hawthorne,CA,90304.0,568600,3.0,2.5,1660.0,2922.0,2006.0,263.0,343.0,140.0,SB19040770,33.93357446464264,-118.34836538272063,hawthorne_sfh_3beds_750_max.csv,1,Hawthorne
5054,2019-05-07,Single Family Residential,11137 S Freeman Ave Unit A,Hawthorne,CA,90304.0,568600,3.0,2.5,1660.0,2922.0,2006.0,260.0,343.0,140.0,SB19040770,33.93357446464264,-118.34836538272063,lennox.csv,1,Lennox
8689,2019-10-25,Single Family Residential,11137 S Freeman Ave Unit D,Hawthorne,CA,90304.0,565000,3.0,3.0,1320.0,2108.0,2006.0,92.0,428.0,140.0,PW19191579,33.933591899999996,-118.34850049999999,hawthorne_sfh_3beds_750_max.csv,1,Hawthorne
5052,2019-10-25,Single Family Residential,11137 S Freeman Ave Unit D,Hawthorne,CA,90304.0,565000,3.0,3.0,1320.0,2108.0,2006.0,89.0,428.0,140.0,PW19191579,33.933591899999996,-118.34850049999999,lennox.csv,1,Lennox
8760,2018-04-04,Single Family Residential,11139 S Truro,Inglewood,CA,90260.0,475000,3.0,2.0,1461.0,8032.0,1999.0,661.0,325.0,0.0,SB18048579,33.9334499,-118.35836210000001,hawthorne_sfh_3beds_750_max.csv,1,Hawthorne
5078,2018-04-04,Single Family Residential,11139 S Truro,Inglewood,CA,90260.0,475000,3.0,2.0,1461.0,8032.0,1999.0,658.0,325.0,0.0,SB18048579,33.9334499,-118.35836210000001,lennox.csv,1,Inglewood
13047,2019-06-18,Townhouse,1115 Gian Dr,Torrance,CA,90502.0,605000,3.0,2.5,1753.0,94125.0,1983.0,233.0,345.0,270.0,SB19070705,33.82150479999999,-118.29593440000001,torrance_townhome-600K_plus.csv,2,Torrance
3449,2019-06-18,Townhouse,1115 Gian Dr,Torrance,CA,90502.0,605000,3.0,2.5,1753.0,94125.0,1983.0,221.0,345.0,270.0,SB19070705,33.82150479999999,-118.29593440000001,carson_nosfh_nocondo.csv,1,Carson
10465,2018-12-20,Condo/Co-op,1115 Sepulveda Blvd Unit G101,Torrance,CA,90502.0,351000,2.0,1.0,796.0,238199.0,1973.0,401.0,441.0,294.0,SB18228342,33.812661999999996,-118.29475900000001,carson_condos.csv,1,Carson
16666,2018-12-20,Condo/Co-op,1115 Sepulveda Blvd Unit G101,Torrance,CA,90502.0,351000,2.0,1.0,796.0,238199.0,1973.0,413.0,441.0,294.0,SB18228342,33.812661999999996,-118.29475900000001,torrance_condos-0_to_500K.csv,2,Torrance
10585,2018-07-13,Condo/Co-op,1115 Sepulveda Unit G201,Torrance,CA,90502.0,350000,2.0,1.0,796.0,238199.0,1974.0,561.0,440.0,294.0,SB18111393,33.812661999999996,-118.29475900000001,carson_condos.csv,1,Carson
16565,2018-07-13,Condo/Co-op,1115 Sepulveda Unit G201,Torrance,CA,90502.0,350000,2.0,1.0,796.0,238199.0,1974.0,573.0,440.0,294.0,SB18111393,33.812661999999996,-118.29475900000001,torrance_condos-0_to_500K.csv,2,Torrance
10724,2019-04-19,Condo/Co-op,1117 Sepulveda Blvd Unit 2-204,Torrance,CA,90502.0,319000,1.0,1.0,618.0,238199.0,1973.0,281.0,516.0,298.0,SB19031750,33.8126663,-118.2947713,carson_condos.csv,1,Carson
16550,2019-04-19,Condo/Co-op,1117 Sepulveda Blvd Unit 2-204,Torrance,CA,90502.0,319000,1.0,1.0,618.0,238199.0,1973.0,293.0,516.0,298.0,SB19031750,33.8126663,-118.2947713,torrance_condos-0_to_500K.csv,2,Torrance
16675,2019-01-22,Condo/Co-op,1119 Sepulveda Blvd Unit H101,Torrance,CA,90502.0,363000,2.0,1.0,796.0,238178.0,1973.0,380.0,456.0,296.0,PW18242126,33.812661999999996,-118.29475900000001,torrance_condos-0_to_500K.csv,2,Torrance
10592,2019-01-22,Condo/Co-op,1119 Sepulveda Blvd Unit H101,Torrance,CA,90502.0,363000,2.0,1.0,796.0,238178.0,1973.0,368.0,456.0,296.0,PW18242126,33.812661999999996,-118.29475900000001,carson_condos.csv,1,Carson
13427,2019-01-31,Single Family Residential,1121 W 204Th St,Torrance,CA,90502.0,555000,3.0,1.0,1224.0,10819.0,1943.0,371.0,453.0,0.0,CV18293837,33.845873,-118.2960126,torrance_sfh-3beds-0-700k.csv,2,Torrance
2397,2019-01-31,Single Family Residential,1121 W 204Th St,Torrance,CA,90502.0,555000,3.0,1.0,1224.0,10819.0,1943.0,359.0,453.0,0.0,CV18293837,33.845873,-118.2960126,carson_sfh_550_to_600K.csv,1,Carson
2330,2018-09-19,Single Family Residential,1121 W 225Th St,Torrance,CA,90502.0,599000,3.0,2.0,1616.0,7063.0,1964.0,493.0,371.0,0.0,PV18135156,33.822419200000006,-118.29543899999999,carson_sfh_550_to_600K.csv,1,Carson
13237,2018-09-19,Single Family Residential,1121 W 225Th St,Torrance,CA,90502.0,599000,3.0,2.0,1616.0,7063.0,1964.0,505.0,371.0,0.0,PV18135156,33.822419200000006,-118.29543899999999,torrance_sfh-3beds-0-700k.csv,2,Torrance
12043,2018-02-16,Single Family Residential,1122 W 204Th St,Torrance,CA,90502.0,512000,4.0,2.0,1250.0,4148.0,1953.0,720.0,410.0,0.0,PW17214930,33.8454497,-118.29609340000002,torrance_sfh-4beds-0-900k.csv,2,Torrance
3124,2018-02-16,Single Family Residential,1122 W 204Th St,Torrance,CA,90502.0,512000,4.0,2.0,1250.0,4148.0,1953.0,708.0,410.0,0.0,PW17214930,33.8454497,-118.29609340000002,carson_sfh_450_to_540K.csv,1,Carson
2172,2019-03-01,Single Family Residential,1123 Greenhedge St,Torrance,CA,90502.0,582750,3.0,2.0,1205.0,5241.0,1953.0,330.0,484.0,0.0,WS18296773,33.8414285,-118.29575849999999,carson_sfh_550_to_600K.csv,1,Carson
13269,2019-03-01,Single Family Residential,1123 Greenhedge St,Torrance,CA,90502.0,582750,3.0,2.0,1205.0,5241.0,1953.0,342.0,484.0,0.0,WS18296773,33.8414285,-118.29575849999999,torrance_sfh-3beds-0-700k.csv,2,Torrance
5875,2018-12-24,Single Family Residential,11231 Haas Ave,Los Angeles,CA,90047.0,590000,3.0,1.75,1491.0,5759.0,1947.0,394.0,396.0,0.0,DW18251527,33.9314574,-118.3169486,inglewood_04_sfh_3_beds.csv,1,Inglewood
8736,2018-12-24,Single Family Residential,11231 Haas Ave,Los Angeles,CA,90047.0,590000,3.0,1.75,1491.0,5759.0,1947.0,397.0,396.0,0.0,DW18251527,33.9314574,-118.3169486,hawthorne_sfh_3beds_750_max.csv,1,Hawthorne
8611,2019-09-17,Single Family Residential,11234 S Van Ness Ave,Los Angeles,CA,90047.0,640000,3.0,2.0,1501.0,6569.0,1947.0,130.0,426.0,0.0,TR19167032,33.9313342,-118.3174527,hawthorne_sfh_3beds_750_max.csv,1,Hawthorne
5796,2019-09-17,Single Family Residential,11234 S Van Ness Ave,Los Angeles,CA,90047.0,640000,3.0,2.0,1501.0,6569.0,1947.0,127.0,426.0,0.0,TR19167032,33.9313342,-118.3174527,inglewood_04_sfh_3_beds.csv,1,Inglewood
8585,2019-08-09,Single Family Residential,11239 S Van Ness Ave,Inglewood,CA,90303.0,651000,3.0,2.0,1524.0,6240.0,1947.0,169.0,427.0,0.0,DW19086718,33.9311839,-118.3180446,hawthorne_sfh_3beds_750_max.csv,1,Hawthorne
5928,2019-08-09,Single Family Residential,11239 S Van Ness Ave,Inglewood,CA,90303.0,651000,3.0,2.0,1524.0,6240.0,1947.0,166.0,427.0,0.0,DW19086718,33.9311839,-118.3180446,inglewood_04_sfh_3_beds.csv,1,Inglewood
13278,2018-12-06,Single Family Residential,1126 Fiat St,Torrance,CA,90502.0,635000,3.0,1.0,1256.0,8522.0,1955.0,427.0,506.0,0.0,SR18272991,33.8269909,-118.29575849999999,torrance_sfh-3beds-0-700k.csv,2,Torrance
10190,2018-12-06,Single Family Residential,1126 Fiat St,Torrance,CA,90502.0,635000,3.0,1.0,1256.0,8522.0,1955.0,415.0,506.0,0.0,SR18272991,33.8269909,-118.29575849999999,carson_sfh_600K_plus.csv,1,Carson
19065,2019-12-13,Townhouse,1126 W 228Th St #13,Torrance,CA,90502.0,470000,3.0,2.5,1362.0,42872.0,1988.0,55.0,345.0,320.0,SB19206759,33.8178446,-118.2956759,torrance_townhouse-0-600K.csv,2,Torrance
3712,2019-12-13,Townhouse,1126 W 228Th St #13,Torrance,CA,90502.0,470000,3.0,2.5,1362.0,42872.0,1988.0,43.0,345.0,320.0,SB19206759,33.8178446,-118.2956759,carson_nosfh_nocondo.csv,1,Carson
19120,2019-02-07,Townhouse,1126 W 228Th St #34,Torrance,CA,90502.0,453000,3.0,2.5,1210.0,18518.0,1990.0,364.0,374.0,320.0,OC18274602,33.8179636,-118.29534679999999,torrance_townhouse-0-600K.csv,2,Torrance
3475,2019-02-07,Townhouse,1126 W 228Th St #34,Torrance,CA,90502.0,453000,3.0,2.5,1210.0,18518.0,1990.0,352.0,374.0,320.0,OC18274602,33.8179636,-118.29534679999999,carson_nosfh_nocondo.csv,1,Carson
10517,2018-10-01,Condo/Co-op,1127 Sepulveda Blvd Unit L104,Torrance,CA,90502.0,350000,2.0,2.0,856.0,238199.0,1973.0,481.0,409.0,326.0,SB18180098,33.812661999999996,-118.29475900000001,carson_condos.csv,1,Carson
16745,2018-10-01,Condo/Co-op,1127 Sepulveda Blvd Unit L104,Torrance,CA,90502.0,350000,2.0,2.0,856.0,238199.0,1973.0,493.0,409.0,326.0,SB18180098,33.812661999999996,-118.29475900000001,torrance_condos-0_to_500K.csv,2,Torrance
19006,2019-03-29,Townhouse,1127 W 228Th St #17,Torrance,CA,90502.0,510000,3.0,2.5,1490.0,65883.0,1988.0,314.0,342.0,320.0,SB19006557,33.8194995,-118.29587990000002,torrance_townhouse-0-600K.csv,2,Torrance
3409,2019-03-29,Townhouse,1127 W 228Th St #17,Torrance,CA,90502.0,510000,3.0,2.5,1490.0,65883.0,1988.0,302.0,342.0,320.0,SB19006557,33.8194995,-118.29587990000002,carson_nosfh_nocondo.csv,1,Carson
10613,2018-08-23,Condo/Co-op,1127 W 228Th St #3,Torrance,CA,90502.0,515000,3.0,2.25,1490.0,65883.0,1988.0,520.0,346.0,320.0,SB18175202,33.8194995,-118.29587990000002,carson_condos.csv,1,Carson
11713,2018-08-23,Condo/Co-op,1127 W 228Th St #3,Torrance,CA,90502.0,515000,3.0,2.25,1490.0,65883.0,1988.0,532.0,346.0,320.0,SB18175202,33.8194995,-118.29587990000002,torrance_condos-500K_plus.csv,2,Torrance
2324,2019-03-08,Single Family Residential,1128 W 210Th St,Torrance,CA,90502.0,555000,3.0,2.0,992.0,4970.0,1953.0,323.0,559.0,0.0,SB19021868,33.83903970000001,-118.29584979999998,carson_sfh_550_to_600K.csv,1,Carson
13267,2019-03-08,Single Family Residential,1128 W 210Th St,Torrance,CA,90502.0,555000,3.0,2.0,992.0,4970.0,1953.0,335.0,559.0,0.0,SB19021868,33.83903970000001,-118.29584979999998,torrance_sfh-3beds-0-700k.csv,2,Torrance
18044,2018-05-30,Single Family Residential,1129 Clarion Dr,Torrance,CA,90502.0,715000,5.0,3.0,1659.0,5462.0,1959.0,617.0,431.0,0.0,SB18090099,33.836301399999996,-118.29589550000001,torrance_sfh-5-plus-beds.csv,2,Torrance
10158,2018-05-30,Single Family Residential,1129 Clarion Dr,Torrance,CA,90502.0,715000,5.0,3.0,1659.0,5462.0,1959.0,605.0,431.0,0.0,SB18090099,33.836301399999996,-118.29589550000001,carson_sfh_600K_plus.csv,1,Carson
16746,2019-05-17,Condo/Co-op,1129 Sepulveda Blvd Unit M202,Torrance,CA,90502.0,335000,2.0,1.0,796.0,65254.0,1973.0,265.0,421.0,316.0,SB18276715,33.812661999999996,-118.29475900000001,torrance_condos-0_to_500K.csv,2,Torrance
10518,2019-05-17,Condo/Co-op,1129 Sepulveda Blvd Unit M202,Torrance,CA,90502.0,335000,2.0,1.0,796.0,65254.0,1973.0,253.0,421.0,316.0,SB18276715,33.812661999999996,-118.29475900000001,carson_condos.csv,1,Carson
