,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,MLS#,LATITUDE,LONGITUDE,FILENAME,COLLECTION,NEIGHBORHOOD
9407,2019-06-03,Single Family Residential,2617 E 221St Pl,Carson,CA,90810.0,450000,3.0,1.0,1202.0,5222.0,1948.0,236.0,374.0,0.0,19-456796,33.826165,-118.2240397,carson_sfh_0_to_450K.csv,1,Carson
2983,2019-06-03,Single Family Residential,2617 E 221St Pl,Carson,CA,90810.0,450000,3.0,1.0,1202.0,5222.0,1948.0,236.0,374.0,0.0,19-456796,33.826165,-118.2240397,carson_sfh_450_to_540K.csv,1,Carson
1454,2019-11-21,Single Family Residential,26201 Ozone Ave,Harbor City,CA,90710.0,740000,4.0,3.0,2099.0,7448.0,1950.0,65.0,353.0,0.0,PW19148466,33.7850525,-118.3082673,lomita_02_sfh.csv,1,Lomita
4684,2019-11-21,Single Family Residential,26201 Ozone Ave,Harbor City,CA,90710.0,740000,4.0,3.0,2099.0,7448.0,1950.0,65.0,353.0,0.0,PW19148466,33.7850525,-118.3082673,harbor-city_4_plus_beds.csv,1,Harbor City
1412,2018-05-25,Single Family Residential,26221 Oak St,Lomita,CA,90717.0,569000,2.0,1.0,1110.0,7093.0,1929.0,610.0,513.0,0.0,PV17225070,33.784870700000006,-118.3186382,lomita_02_sfh.csv,1,Lomita
10889,2018-05-25,Single Family Residential,26221 Oak St,Lomita,CA,90717.0,569000,2.0,1.0,1110.0,7093.0,1929.0,610.0,513.0,0.0,PV17225070,33.784870700000006,-118.3186382,rolling-hills-estates_01_sfh.csv,1,Rolling Hills Estates
17504,2019-08-07,Single Family Residential,263 Calle De Madrid,Redondo Beach,CA,90277.0,1385000,3.0,2.0,1951.0,7036.0,1948.0,183.0,710.0,0.0,PV19092871,33.8058866,-118.3752534,redondo_sfh-0-3_beds_1M_plus.csv,2,Redondo Beach
14000,2019-08-07,Single Family Residential,263 Calle De Madrid,Redondo Beach,CA,90277.0,1385000,3.0,2.0,1951.0,7036.0,1948.0,183.0,710.0,0.0,PV19092871,33.8058866,-118.3752534,torrance_sfh-900K-plus.csv,2,Torrance
1401,2019-07-18,Single Family Residential,26314 Alta Vista Ave,Harbor City,CA,90710.0,787500,2.0,2.0,2158.0,7441.0,1948.0,191.0,365.0,0.0,SB19124812,33.783161299999996,-118.30871850000001,lomita_02_sfh.csv,1,Lomita
6676,2019-07-18,Single Family Residential,26314 Alta Vista Ave,Harbor City,CA,90710.0,787500,2.0,2.0,2158.0,7441.0,1948.0,191.0,365.0,0.0,SB19124812,33.783161299999996,-118.30871850000001,harbor-city_0_to_3_beds.csv,1,Harbor City
1510,2020-01-08,Single Family Residential,26365 Eshelman Ave,Lomita,CA,90717.0,960000,4.0,2.5,1913.0,10322.0,1961.0,17.0,502.0,0.0,IV19259032,33.7817654,-118.31491650000001,lomita_02_sfh.csv,1,Lomita
10980,2020-01-08,Single Family Residential,26365 Eshelman Ave,Lomita,CA,90717.0,960000,4.0,2.5,1913.0,10322.0,1961.0,17.0,502.0,0.0,IV19259032,33.7817654,-118.31491650000001,rolling-hills-estates_01_sfh.csv,1,Rolling Hills Estates
17499,2019-06-07,Single Family Residential,264 Paseo De Gracia,Torrance,CA,90277.0,1350000,3.0,1.75,1433.0,6589.0,1948.0,244.0,942.0,0.0,SB19086050,33.813864,-118.37874609999999,redondo_sfh-0-3_beds_1M_plus.csv,2,Redondo Beach
14085,2019-06-07,Single Family Residential,264 Paseo De Gracia,Torrance,CA,90277.0,1350000,3.0,1.75,1433.0,6589.0,1948.0,244.0,942.0,0.0,SB19086050,33.813864,-118.37874609999999,torrance_sfh-900K-plus.csv,2,Torrance
6852,2019-08-01,Single Family Residential,26422 Leesdale Ave,Harbor City,CA,90710.0,550000,2.0,1.0,852.0,7254.0,1942.0,177.0,646.0,0.0,IV19124488,33.781024200000004,-118.30952749999999,harbor-city_0_to_3_beds.csv,1,Harbor City
1398,2019-08-01,Single Family Residential,26422 Leesdale Ave,Harbor City,CA,90710.0,550000,2.0,1.0,852.0,7254.0,1942.0,177.0,646.0,0.0,IV19124488,33.781024200000004,-118.30952749999999,lomita_02_sfh.csv,1,Lomita
15364,2018-05-18,Single Family Residential,26427 Basswood Ave,Rancho Palos Verdes,CA,90275.0,1500000,4.0,3.25,2385.0,7451.0,1956.0,630.0,629.0,0.0,PV18081231,33.7888977,-118.37680549999999,rancho-palos-verdes_sfh-4-plus-beds-1pt5mil-plus.csv,2,Rancho Palos Verdes
18834,2018-05-18,Single Family Residential,26427 Basswood Ave,Rancho Palos Verdes,CA,90275.0,1500000,4.0,3.25,2385.0,7451.0,1956.0,630.0,629.0,0.0,PV18081231,33.7888977,-118.37680549999999,rancho-palos-verdes_sfh-4plus-beds-0-to-1pt5mil.csv,2,Rancho Palos Verdes
1466,2019-05-17,Single Family Residential,26447 Leesdale Ave,Harbor City,CA,90710.0,582500,2.0,1.0,890.0,5890.0,1942.0,253.0,654.0,0.0,PW19082174,33.780604499999995,-118.30885690000001,lomita_02_sfh.csv,1,Lomita
6697,2019-05-17,Single Family Residential,26447 Leesdale Ave,Harbor City,CA,90710.0,582500,2.0,1.0,890.0,5890.0,1942.0,253.0,654.0,0.0,PW19082174,33.780604499999995,-118.30885690000001,harbor-city_0_to_3_beds.csv,1,Harbor City
1568,2019-02-21,Single Family Residential,26509 Rolling Vista Dr,Lomita,CA,90717.0,825000,4.0,2.0,1784.0,7658.0,1967.0,338.0,462.0,0.0,SB18158871,33.780206299999996,-118.3162636,lomita_02_sfh.csv,1,Lomita
10850,2019-02-21,Single Family Residential,26509 Rolling Vista Dr,Lomita,CA,90717.0,825000,4.0,2.0,1784.0,7658.0,1967.0,338.0,462.0,0.0,SB18158871,33.780206299999996,-118.3162636,rolling-hills-estates_01_sfh.csv,1,Rolling Hills Estates
10894,2018-02-21,Single Family Residential,26530 Rolling Vista Dr,Lomita,CA,90717.0,1100000,4.0,3.0,2406.0,10791.0,1967.0,703.0,457.0,0.0,PV18010040,33.780084,-118.31530459999999,rolling-hills-estates_01_sfh.csv,1,Rolling Hills Estates
1396,2018-02-21,Single Family Residential,26530 Rolling Vista Dr,Lomita,CA,90717.0,1100000,4.0,3.0,2406.0,10791.0,1967.0,703.0,457.0,0.0,PV18010040,33.780084,-118.31530459999999,lomita_02_sfh.csv,1,Lomita
2390,2019-12-04,Single Family Residential,266 E 213Th St,Carson,CA,90745.0,550000,3.0,2.0,1500.0,6000.0,1967.0,52.0,367.0,0.0,OC19250989,33.8351387,-118.2733325,carson_sfh_550_to_600K.csv,1,Carson
3200,2019-12-04,Single Family Residential,266 E 213Th St,Carson,CA,90745.0,550000,3.0,2.0,1500.0,6000.0,1967.0,52.0,367.0,0.0,OC19250989,33.8351387,-118.2733325,carson_sfh_450_to_540K.csv,1,Carson
10797,2019-10-17,Single Family Residential,26605 Via Desmonde,Lomita,CA,90717.0,1030000,3.0,2.5,2182.0,7846.0,1968.0,100.0,472.0,0.0,PV19125553,33.779514299999995,-118.31420870000001,rolling-hills-estates_01_sfh.csv,1,Rolling Hills Estates
1399,2019-10-17,Single Family Residential,26605 Via Desmonde,Lomita,CA,90717.0,1030000,3.0,2.5,2182.0,7846.0,1968.0,100.0,472.0,0.0,PV19125553,33.779514299999995,-118.31420870000001,lomita_02_sfh.csv,1,Lomita
10957,2018-08-10,Single Family Residential,26708 Via Desmonde,Lomita,CA,90717.0,945000,4.0,2.0,1835.0,7123.0,1968.0,533.0,515.0,0.0,SB18129792,33.7789339,-118.313478,rolling-hills-estates_01_sfh.csv,1,Rolling Hills Estates
1580,2018-08-10,Single Family Residential,26708 Via Desmonde,Lomita,CA,90717.0,945000,4.0,2.0,1835.0,7123.0,1968.0,533.0,515.0,0.0,SB18129792,33.7789339,-118.313478,lomita_02_sfh.csv,1,Lomita
10893,2018-12-08,Single Family Residential,26712 Rolling Vista Dr,Lomita,CA,90717.0,869500,4.0,2.75,2406.0,7486.0,1967.0,413.0,361.0,0.0,SB18169701,33.778792700000004,-118.3145283,rolling-hills-estates_01_sfh.csv,1,Rolling Hills Estates
1567,2018-12-08,Single Family Residential,26712 Rolling Vista Dr,Lomita,CA,90717.0,869500,4.0,2.75,2406.0,7486.0,1967.0,413.0,361.0,0.0,SB18169701,33.778792700000004,-118.3145283,lomita_02_sfh.csv,1,Lomita
1570,2019-08-30,Single Family Residential,26722 Rolling Vista Dr,Lomita,CA,90717.0,850000,5.0,3.0,2557.0,8138.0,1967.0,148.0,332.0,0.0,SB19166798,33.7784203,-118.314574,lomita_02_sfh.csv,1,Lomita
10909,2019-08-30,Single Family Residential,26722 Rolling Vista Dr,Lomita,CA,90717.0,850000,5.0,3.0,2557.0,8138.0,1967.0,148.0,332.0,0.0,SB19166798,33.7784203,-118.314574,rolling-hills-estates_01_sfh.csv,1,Rolling Hills Estates
10939,2019-02-22,Single Family Residential,26728 Rolling Vista Dr,Lomita,CA,90717.0,840000,4.0,2.0,2361.0,9505.0,1967.0,337.0,356.0,0.0,PW18283624,33.7783059,-118.31471100000002,rolling-hills-estates_01_sfh.csv,1,Rolling Hills Estates
1569,2019-02-22,Single Family Residential,26728 Rolling Vista Dr,Lomita,CA,90717.0,840000,4.0,2.0,2361.0,9505.0,1967.0,337.0,356.0,0.0,PW18283624,33.7783059,-118.31471100000002,lomita_02_sfh.csv,1,Lomita
1579,2018-05-24,Single Family Residential,26819 Via Desmonde,Lomita,CA,90717.0,950000,4.0,3.0,2406.0,8798.0,1968.0,611.0,395.0,0.0,SB18086678,33.778029700000005,-118.31420870000001,lomita_02_sfh.csv,1,Lomita
10933,2018-05-24,Single Family Residential,26819 Via Desmonde,Lomita,CA,90717.0,950000,4.0,3.0,2406.0,8798.0,1968.0,611.0,395.0,0.0,SB18086678,33.778029700000005,-118.31420870000001,rolling-hills-estates_01_sfh.csv,1,Rolling Hills Estates
10832,2019-03-19,Single Family Residential,26839 Via Desmonde,Lomita,CA,90717.0,965000,4.0,2.0,2322.0,9948.0,1968.0,312.0,416.0,0.0,SB18294631,33.777686700000004,-118.3146197,rolling-hills-estates_01_sfh.csv,1,Rolling Hills Estates
1571,2019-03-19,Single Family Residential,26839 Via Desmonde,Lomita,CA,90717.0,965000,4.0,2.0,2322.0,9948.0,1968.0,312.0,416.0,0.0,SB18294631,33.777686700000004,-118.3146197,lomita_02_sfh.csv,1,Lomita
10785,2019-08-30,Single Family Residential,26847 Via Desmonde,Lomita,CA,90717.0,1050000,4.0,3.0,2406.0,9447.0,1968.0,148.0,436.0,0.0,PW19155049,33.7775609,-118.31480230000001,rolling-hills-estates_01_sfh.csv,1,Rolling Hills Estates
1572,2019-08-30,Single Family Residential,26847 Via Desmonde,Lomita,CA,90717.0,1050000,4.0,3.0,2406.0,9447.0,1968.0,148.0,436.0,0.0,PW19155049,33.7775609,-118.31480230000001,lomita_02_sfh.csv,1,Lomita
14793,2018-12-19,Single Family Residential,2713 W 230Th St,Torrance,CA,90505.0,800000,3.0,2.0,1345.0,6089.0,1960.0,414.0,595.0,0.0,SB18252314,33.818531899999996,-118.3329308,torrance_sfh-700-800k.csv,2,Torrance
17843,2018-12-19,Single Family Residential,2713 W 230Th St,Torrance,CA,90505.0,800000,3.0,2.0,1345.0,6089.0,1960.0,414.0,595.0,0.0,SB18252314,33.818531899999996,-118.3329308,torrance_sfh-800-900K.csv,2,Torrance
12360,2019-12-13,Single Family Residential,2715 183Rd St,Redondo Beach,CA,90278.0,940000,3.0,2.0,1165.0,5721.0,1955.0,55.0,807.0,0.0,OC19218535,33.864229200000004,-118.3597774,redondo_sfh-0_3_beds_1M_or_less.csv,2,Redondo Beach
13971,2019-12-13,Single Family Residential,2715 183Rd St,Redondo Beach,CA,90278.0,940000,3.0,2.0,1165.0,5721.0,1955.0,55.0,807.0,0.0,OC19218535,33.864229200000004,-118.3597774,torrance_sfh-900K-plus.csv,2,Torrance
17877,2018-03-21,Single Family Residential,2718 185Th St,Redondo Beach,CA,90278.0,868000,3.0,1.0,1198.0,5502.0,1955.0,687.0,725.0,0.0,SB18025217,33.862488299999995,-118.35936650000001,torrance_sfh-800-900K.csv,2,Torrance
12340,2018-03-21,Single Family Residential,2718 185Th St,Redondo Beach,CA,90278.0,868000,3.0,1.0,1198.0,5502.0,1955.0,687.0,725.0,0.0,SB18025217,33.862488299999995,-118.35936650000001,redondo_sfh-0_3_beds_1M_or_less.csv,2,Redondo Beach
11922,2018-06-07,Condo/Co-op,2756 Gramercy Ave Unit B,Torrance,CA,90501.0,500000,2.0,1.5,956.0,7057.0,1990.0,609.0,523.0,250.0,SB18077595,33.820144799999994,-118.3177706,torrance_condos-500K_plus.csv,2,Torrance
16797,2018-06-07,Condo/Co-op,2756 Gramercy Ave Unit B,Torrance,CA,90501.0,500000,2.0,1.5,956.0,7057.0,1990.0,609.0,523.0,250.0,SB18077595,33.820144799999994,-118.3177706,torrance_condos-0_to_500K.csv,2,Torrance
12251,2018-04-03,Single Family Residential,27612 Tarrasa Dr,Rancho Palos Verdes,CA,90275.0,860000,4.0,3.0,1876.0,7768.0,1960.0,675.0,458.0,0.0,SB17245146,33.769056299999995,-118.31028130000001,san-pedro_sfh-800K-plus.csv,2,San Pedro
18770,2018-04-03,Single Family Residential,27612 Tarrasa Dr,Rancho Palos Verdes,CA,90275.0,860000,4.0,3.0,1876.0,7768.0,1960.0,675.0,458.0,0.0,SB17245146,33.769056299999995,-118.31028130000001,rancho-palos-verdes_sfh-4plus-beds-0-to-1pt5mil.csv,2,Rancho Palos Verdes
18964,2019-09-09,Single Family Residential,27627 Tarrasa Dr,Rancho Palos Verdes,CA,90275.0,942000,4.0,2.0,1902.0,7560.0,1960.0,151.0,495.0,0.0,SB19153172,33.7687768,-118.3109207,rancho-palos-verdes_sfh-4plus-beds-0-to-1pt5mil.csv,2,Rancho Palos Verdes
12302,2019-09-09,Single Family Residential,27627 Tarrasa Dr,Rancho Palos Verdes,CA,90275.0,942000,4.0,2.0,1902.0,7560.0,1960.0,151.0,495.0,0.0,SB19153172,33.7687768,-118.3109207,san-pedro_sfh-800K-plus.csv,2,San Pedro
14853,2018-12-19,Single Family Residential,2783 190Th St,Redondo Beach,CA,90278.0,755000,3.0,2.0,1651.0,5390.0,1955.0,414.0,457.0,0.0,SB18228419,33.8585618,-118.3578371,torrance_sfh-700-800k.csv,2,Torrance
12341,2018-12-19,Single Family Residential,2783 190Th St,Redondo Beach,CA,90278.0,755000,3.0,2.0,1651.0,5390.0,1955.0,414.0,457.0,0.0,SB18228419,33.8585618,-118.3578371,redondo_sfh-0_3_beds_1M_or_less.csv,2,Redondo Beach
1389,2019-01-08,Single Family Residential,28 Encanto Dr,Rolling Hills Estates,CA,90274.0,1350000,3.0,2.0,2112.0,16061.0,1960.0,382.0,639.0,0.0,SB18211834,33.7772967,-118.3173139,lomita_02_sfh.csv,1,Lomita
10974,2019-01-08,Single Family Residential,28 Encanto Dr,Rolling Hills Estates,CA,90274.0,1350000,3.0,2.0,2112.0,16061.0,1960.0,382.0,639.0,0.0,SB18211834,33.7772967,-118.3173139,rolling-hills-estates_01_sfh.csv,1,Rolling Hills Estates
2218,2018-07-25,Single Family Residential,280 W 228Th St,Carson,CA,90745.0,550000,3.0,2.0,1486.0,5032.0,1968.0,549.0,370.0,0.0,PW18144157,33.8187159,-118.2814628,carson_sfh_550_to_600K.csv,1,Carson
2971,2018-07-25,Single Family Residential,280 W 228Th St,Carson,CA,90745.0,550000,3.0,2.0,1486.0,5032.0,1968.0,549.0,370.0,0.0,PW18144157,33.8187159,-118.2814628,carson_sfh_450_to_540K.csv,1,Carson
12355,2019-05-22,Single Family Residential,2807 Fisk Ln,Redondo Beach,CA,90278.0,910000,3.0,1.5,1034.0,5537.0,1955.0,260.0,880.0,0.0,SB19061058,33.8607281,-118.35692730000001,redondo_sfh-0_3_beds_1M_or_less.csv,2,Redondo Beach
13969,2019-05-22,Single Family Residential,2807 Fisk Ln,Redondo Beach,CA,90278.0,910000,3.0,1.5,1034.0,5537.0,1955.0,260.0,880.0,0.0,SB19061058,33.8607281,-118.35692730000001,torrance_sfh-900K-plus.csv,2,Torrance
14006,2019-05-29,Single Family Residential,2813 Fisk Ln,Redondo Beach,CA,90278.0,1575000,3.0,3.5,2900.0,7897.0,1955.0,253.0,543.0,0.0,PV18267534,33.860727600000004,-118.35629499999999,torrance_sfh-900K-plus.csv,2,Torrance
17473,2019-05-29,Single Family Residential,2813 Fisk Ln,Redondo Beach,CA,90278.0,1575000,3.0,3.5,2900.0,7897.0,1955.0,253.0,543.0,0.0,PV18267534,33.860727600000004,-118.35629499999999,redondo_sfh-0-3_beds_1M_plus.csv,2,Redondo Beach
13446,2018-06-13,Single Family Residential,2819 Gramercy Ave,Torrance,CA,90501.0,700000,3.0,2.0,1308.0,5839.0,1947.0,603.0,535.0,0.0,18-331842,33.8193444,-118.31872959999998,torrance_sfh-3beds-0-700k.csv,2,Torrance
14929,2018-06-13,Single Family Residential,2819 Gramercy Ave,Torrance,CA,90501.0,700000,3.0,2.0,1308.0,5839.0,1947.0,603.0,535.0,0.0,18-331842,33.8193444,-118.31872959999998,torrance_sfh-700-800k.csv,2,Torrance
13692,2019-04-01,Single Family Residential,2826 Knode St,Torrance,CA,90501.0,900000,4.0,3.25,2707.0,6391.0,1950.0,311.0,332.0,0.0,PV19014404,33.818144200000006,-118.31082930000001,torrance_sfh-4beds-900K-plus.csv,2,Torrance
12080,2019-04-01,Single Family Residential,2826 Knode St,Torrance,CA,90501.0,900000,4.0,3.25,2707.0,6391.0,1950.0,311.0,332.0,0.0,PV19014404,33.818144200000006,-118.31082930000001,torrance_sfh-4beds-0-900k.csv,2,Torrance
13230,2019-05-01,Single Family Residential,2832 Knode St,Torrance,CA,90501.0,700000,3.0,1.5,1445.0,7168.0,1950.0,281.0,484.0,0.0,PW19033618,33.8180125,-118.310875,torrance_sfh-3beds-0-700k.csv,2,Torrance
14758,2019-05-01,Single Family Residential,2832 Knode St,Torrance,CA,90501.0,700000,3.0,1.5,1445.0,7168.0,1950.0,281.0,484.0,0.0,PW19033618,33.8180125,-118.310875,torrance_sfh-700-800k.csv,2,Torrance
19189,2018-09-04,Single Family Residential,28726 Mount Rose Rd,Rancho Palos Verdes,CA,90275.0,730000,3.0,1.75,1403.0,7114.0,1974.0,521.0,520.0,0.0,SB18176584,33.7585424,-118.30149009999998,rancho-palos-verdes_sfh_0-3_beds.csv,2,Rancho Palos Verdes
18584,2018-09-04,Single Family Residential,28726 Mount Rose Rd,Rancho Palos Verdes,CA,90275.0,730000,3.0,1.75,1403.0,7114.0,1974.0,521.0,520.0,0.0,SB18176584,33.7585424,-118.30149009999998,san-pedro_sfh-650-800k.csv,2,San Pedro
14068,2019-11-22,Single Family Residential,288 Via Linda Vis,Redondo Beach,CA,90277.0,1299000,3.0,2.0,1600.0,7283.0,1948.0,76.0,812.0,0.0,SB19234503,33.8121792,-118.3807692,torrance_sfh-900K-plus.csv,2,Torrance
17487,2019-11-22,Single Family Residential,288 Via Linda Vis,Redondo Beach,CA,90277.0,1299000,3.0,2.0,1600.0,7283.0,1948.0,76.0,812.0,0.0,SB19234503,33.8121792,-118.3807692,redondo_sfh-0-3_beds_1M_plus.csv,2,Redondo Beach
12433,2018-10-19,Single Family Residential,2902 Spreckels Ct,Redondo Beach,CA,90278.0,980000,3.0,2.0,1514.0,5701.0,1955.0,475.0,647.0,0.0,PW18187164,33.8593061,-118.35525759999999,redondo_sfh-0_3_beds_1M_or_less.csv,2,Redondo Beach
13800,2018-10-19,Single Family Residential,2902 Spreckels Ct,Redondo Beach,CA,90278.0,980000,3.0,2.0,1514.0,5701.0,1955.0,475.0,647.0,0.0,PW18187164,33.8593061,-118.35525759999999,torrance_sfh-900K-plus.csv,2,Torrance
16291,2020-01-22,Single Family Residential,2909 S Pacific Ave,San Pedro,CA,90731.0,650000,3.0,3.0,1914.0,2500.0,1990.0,16.0,340.0,0.0,PW19238895,33.7176438,-118.2882568,san-pedro_sfh-0-650k.csv,2,San Pedro
18570,2020-01-22,Single Family Residential,2909 S Pacific Ave,San Pedro,CA,90731.0,650000,3.0,3.0,1914.0,2500.0,1990.0,16.0,340.0,0.0,PW19238895,33.7176438,-118.2882568,san-pedro_sfh-650-800k.csv,2,San Pedro
106,2018-10-18,Single Family Residential,2916 W 141St St,Gardena,CA,90249.0,610000,4.0,2.0,1674.0,5685.0,1957.0,464.0,364.0,0.0,SB18214605,33.9035988,-118.32471159999999,gardena_sfh_north_of_red_bch_blvd.csv,1,Gardena
2757,2018-10-18,Single Family Residential,2916 W 141St St,Gardena,CA,90249.0,610000,4.0,2.0,1674.0,5685.0,1957.0,464.0,364.0,0.0,SB18214605,33.9035988,-118.32471159999999,hawthorne_sfh_4beds_plus.csv,1,Hawthorne
137,2020-01-07,Single Family Residential,2920 W 129Th St,Gardena,CA,90249.0,570000,3.0,2.0,1312.0,5731.0,1955.0,18.0,434.0,0.0,IN19227169,33.9151666,-118.3247572,gardena_sfh_north_of_red_bch_blvd.csv,1,Gardena
8710,2020-01-07,Single Family Residential,2920 W 129Th St,Gardena,CA,90249.0,570000,3.0,2.0,1312.0,5731.0,1955.0,18.0,434.0,0.0,IN19227169,33.9151666,-118.3247572,hawthorne_sfh_3beds_750_max.csv,1,Hawthorne
184,2018-07-06,Single Family Residential,2928 W 129Th Pl,Gardena,CA,90249.0,550000,3.0,2.0,1370.0,5177.0,1955.0,568.0,401.0,0.0,PW18114961,33.9144572,-118.3250312,gardena_sfh_north_of_red_bch_blvd.csv,1,Gardena
8529,2018-07-06,Single Family Residential,2928 W 129Th Pl,Gardena,CA,90249.0,550000,3.0,2.0,1370.0,5177.0,1955.0,568.0,401.0,0.0,PW18114961,33.9144572,-118.3250312,hawthorne_sfh_3beds_750_max.csv,1,Hawthorne
285,2018-03-01,Single Family Residential,2931 W 129Th Pl,Gardena,CA,90249.0,530000,3.0,2.0,1370.0,7225.0,1955.0,695.0,387.0,0.0,SB17242956,33.914921,-118.3252595,gardena_sfh_north_of_red_bch_blvd.csv,1,Gardena
8599,2018-03-01,Single Family Residential,2931 W 129Th Pl,Gardena,CA,90249.0,530000,3.0,2.0,1370.0,7225.0,1955.0,695.0,387.0,0.0,SB17242956,33.914921,-118.3252595,hawthorne_sfh_3beds_750_max.csv,1,Hawthorne
19158,2019-09-10,Single Family Residential,29679 N Enrose Ave,Rancho Palos Verdes,CA,90275.0,1199000,3.0,2.0,2257.0,9682.0,1956.0,150.0,531.0,0.0,PV19174567,33.746975,-118.318285,rancho-palos-verdes_sfh_0-3_beds.csv,2,Rancho Palos Verdes
12172,2019-09-10,Single Family Residential,29679 N Enrose Ave,Rancho Palos Verdes,CA,90275.0,1199000,3.0,2.0,2257.0,9682.0,1956.0,150.0,531.0,0.0,PV19174567,33.746975,-118.318285,san-pedro_sfh-800K-plus.csv,2,San Pedro
15291,2019-05-30,Single Family Residential,29948 Knoll View Dr,Rancho Palos Verdes,CA,90275.0,1500000,4.0,3.25,2623.0,12467.0,1968.0,253.0,572.0,0.0,SB19088722,33.745085100000004,-118.32822759999998,rancho-palos-verdes_sfh-4-plus-beds-1pt5mil-plus.csv,2,Rancho Palos Verdes
18721,2019-05-30,Single Family Residential,29948 Knoll View Dr,Rancho Palos Verdes,CA,90275.0,1500000,4.0,3.25,2623.0,12467.0,1968.0,253.0,572.0,0.0,SB19088722,33.745085100000004,-118.32822759999998,rancho-palos-verdes_sfh-4plus-beds-0-to-1pt5mil.csv,2,Rancho Palos Verdes
4984,2019-06-14,Townhouse,301 Homer St,Manhattan Beach,CA,90266.0,2900000,3.0,3.5,2350.0,3359.0,2007.0,225.0,1234.0,250.0,SB19074682,33.877619700000004,-118.40574679999999,hermosa-beach_no_sfh.csv,1,Hermosa Beach
7044,2019-06-14,Townhouse,301 Homer St,Manhattan Beach,CA,90266.0,2900000,3.0,3.5,2350.0,3359.0,2007.0,225.0,1234.0,250.0,SB19074682,33.877619700000004,-118.40574679999999,manhattan_beach_no_sfh.csv,1,Manhattan Beach
17564,2018-04-20,Single Family Residential,305 Camino De Las Colinas,Redondo Beach,CA,90277.0,1825000,3.0,3.25,2985.0,7801.0,1948.0,657.0,611.0,0.0,SB18066020,33.8145403,-118.38545729999998,redondo_sfh-0-3_beds_1M_plus.csv,2,Redondo Beach
13955,2018-04-20,Single Family Residential,305 Camino De Las Colinas,Redondo Beach,CA,90277.0,1825000,3.0,3.25,2985.0,7801.0,1948.0,657.0,611.0,0.0,SB18066020,33.8145403,-118.38545729999998,torrance_sfh-900K-plus.csv,2,Torrance
15399,2020-01-16,Single Family Residential,30745 Via La Cresta,Rancho Palos Verdes,CA,90275.0,1500000,5.0,3.0,3260.0,16276.0,1968.0,22.0,460.0,0.0,SB19167778,33.7472586,-118.398031,rancho-palos-verdes_sfh-4-plus-beds-1pt5mil-plus.csv,2,Rancho Palos Verdes
18859,2020-01-16,Single Family Residential,30745 Via La Cresta,Rancho Palos Verdes,CA,90275.0,1500000,5.0,3.0,3260.0,16276.0,1968.0,22.0,460.0,0.0,SB19167778,33.7472586,-118.398031,rancho-palos-verdes_sfh-4plus-beds-0-to-1pt5mil.csv,2,Rancho Palos Verdes
15812,2019-11-13,Single Family Residential,308 Via Colusa,Redondo Beach,CA,90277.0,1360000,4.0,1.75,1945.0,7201.0,1948.0,85.0,699.0,0.0,PV19230575,33.8074067,-118.37703370000001,redondo_sfh-4_plus_beds.csv,2,Redondo Beach
13675,2019-11-13,Single Family Residential,308 Via Colusa,Redondo Beach,CA,90277.0,1360000,4.0,1.75,1945.0,7201.0,1948.0,85.0,699.0,0.0,PV19230575,33.8074067,-118.37703370000001,torrance_sfh-4beds-900K-plus.csv,2,Torrance
13799,2018-04-25,Single Family Residential,312 Calle Mayor,Redondo Beach,CA,90277.0,1662000,3.0,2.0,2028.0,7815.0,1963.0,652.0,820.0,0.0,PV18060929,33.8106364,-118.3837668,torrance_sfh-900K-plus.csv,2,Torrance
17707,2018-04-25,Single Family Residential,312 Calle Mayor,Redondo Beach,CA,90277.0,1662000,3.0,2.0,2028.0,7815.0,1963.0,652.0,820.0,0.0,PV18060929,33.8106364,-118.3837668,redondo_sfh-0-3_beds_1M_plus.csv,2,Redondo Beach
6601,2019-04-16,Townhouse,3134 145Th St #12,Gardena,CA,90249.0,368000,3.0,2.5,1212.0,20400.0,1983.0,284.0,304.0,190.0,SB19052072,33.899127,-118.3279074,gardena_01_nosfh_nocondo.csv,1,Gardena
8344,2019-04-16,Townhouse,3134 145Th St #12,Gardena,CA,90249.0,368000,3.0,2.5,1212.0,20400.0,1983.0,284.0,304.0,190.0,SB19052072,33.899127,-118.3279074,hawthorne_nosfh_nocondo.csv,1,Hawthorne
10348,2018-09-28,Condo/Co-op,3134 W 145Th St #7,Gardena,CA,90249.0,352500,3.0,2.5,1217.0,20400.0,1983.0,484.0,290.0,190.0,18-376710,33.899127,-118.3279074,hawthorne_condos.csv,1,Hawthorne
4289,2018-09-28,Condo/Co-op,3134 W 145Th St #7,Gardena,CA,90249.0,352500,3.0,2.5,1217.0,20400.0,1983.0,484.0,290.0,190.0,18-376710,33.899127,-118.3279074,gardena_02_condos.csv,1,Gardena
13511,2019-07-17,Single Family Residential,315 Via San Sebastian,Torrance,CA,90277.0,1450000,4.0,2.75,1945.0,7211.0,1954.0,204.0,746.0,0.0,SB19099577,33.806140299999996,-118.387681,torrance_sfh-4beds-900K-plus.csv,2,Torrance
